aircraft_id,question,answer
Tu22M,What is the Operators of Tu22M?,Global
Tu22M,What is the CombatHistory of Tu22M?,No
Tu22M,What is the NotableMissions of Tu22M?,Tu22M participated in major operations.
Tu22M,What is the ActiveService of Tu22M?,Yes
Tu22M,What is the Comparison of Tu22M?,Tu22M is often compared with F35.
Tu22M,What is the BetterThan of Tu22M?,Tu22M is better than older gen aircraft.
Tu22M,What is the StealthCapable of Tu22M?,Yes
Tu22M,What is the DifferenceFrom of Tu22M?,Tu22M differs from Su34 in design and avionics.
Tu22M,What is the MannedOrUnmanned of Tu22M?,Unmanned
Tu22M,What is the InterestingFacts of Tu22M?,Tu22M has unique stealth tech.
Tu22M,What is the UniqueFeatures of Tu22M?,Tu22M supports vertical takeoff or special radar systems.
EF2000,What is the Name of EF2000?,EF2000 Name
EF2000,What is the FullDesignation of EF2000?,EF2000 Full Designation
EF2000,What is the Manufacturer of EF2000?,Boeing
EF2000,What is the FirstIntroduced of EF2000?,2005
EF2000,What is the CountryOfOrigin of EF2000?,France
EF2000,What is the MaxSpeed of EF2000?,2754 km/h
EF2000,What is the Range of EF2000?,12084 km
EF2000,What is the ServiceCeiling of EF2000?,19973 m
EF2000,What is the EngineType of EF2000?,Turbojet
EF2000,What is the Weight of EF2000?,"77159 kg (empty), 137150 kg (max)"
EF2000,What is the Dimensions of EF2000?,"40 m length, 29 m wingspan"
EF2000,What is the Role of EF2000?,Bomber
EF2000,What is the SurveillanceCapable of EF2000?,Yes
EF2000,What is the NuclearCapable of EF2000?,No
EF2000,What is the WeaponsPayload of EF2000?,Torpedoes
EF2000,What is the TransportCapacity of EF2000?,30 personnel or 47388 kg cargo
EF2000,What is the Operators of EF2000?,"France, Germany"
EF2000,What is the CombatHistory of EF2000?,No
EF2000,What is the NotableMissions of EF2000?,EF2000 participated in major operations.
EF2000,What is the ActiveService of EF2000?,Yes
EF2000,What is the Comparison of EF2000?,EF2000 is often compared with F35.
EF2000,What is the BetterThan of EF2000?,EF2000 is better than older gen aircraft.
EF2000,What is the StealthCapable of EF2000?,Yes
EF2000,What is the DifferenceFrom of EF2000?,EF2000 differs from Su34 in design and avionics.
EF2000,What is the MannedOrUnmanned of EF2000?,Unmanned
EF2000,What is the InterestingFacts of EF2000?,EF2000 has unique stealth tech.
EF2000,What is the UniqueFeatures of EF2000?,EF2000 supports vertical takeoff or special radar systems.
F16,What is the Name of F16?,F16 Name
F16,What is the FullDesignation of F16?,F16 Full Designation
F16,What is the Manufacturer of F16?,Airbus
F16,What is the FirstIntroduced of F16?,1995
F16,What is the CountryOfOrigin of F16?,USA
F16,What is the MaxSpeed of F16?,2191 km/h
F16,What is the Range of F16?,12403 km
F16,What is the ServiceCeiling of F16?,11549 m
F16,What is the EngineType of F16?,Turbojet
F16,What is the Weight of F16?,"71398 kg (empty), 139911 kg (max)"
F16,What is the Dimensions of F16?,"13 m length, 28 m wingspan"
F16,What is the Role of F16?,Bomber
F16,What is the SurveillanceCapable of F16?,No
F16,What is the NuclearCapable of F16?,Yes
F16,What is the WeaponsPayload of F16?,Torpedoes
F16,What is the TransportCapacity of F16?,63 personnel or 27445 kg cargo
F16,What is the Operators of F16?,"USA, UK"
F16,What is the CombatHistory of F16?,Yes
F16,What is the NotableMissions of F16?,F16 participated in major operations.
F16,What is the ActiveService of F16?,Yes
F16,What is the Comparison of F16?,F16 is often compared with F35.
F16,What is the BetterThan of F16?,F16 is better than older gen aircraft.
F16,What is the StealthCapable of F16?,Yes
F16,What is the DifferenceFrom of F16?,F16 differs from Su34 in design and avionics.
F16,What is the MannedOrUnmanned of F16?,Unmanned
F16,What is the InterestingFacts of F16?,F16 has unique stealth tech.
F16,What is the UniqueFeatures of F16?,F16 supports vertical takeoff or special radar systems.
AH64,What is the Name of AH64?,AH64 Name
AH64,What is the FullDesignation of AH64?,AH64 Full Designation
AH64,What is the Manufacturer of AH64?,Airbus
AH64,What is the FirstIntroduced of AH64?,2010
AH64,What is the CountryOfOrigin of AH64?,USA
AH64,What is the MaxSpeed of AH64?,1323 km/h
AH64,What is the Range of AH64?,12826 km
AH64,What is the ServiceCeiling of AH64?,15870 m
AH64,What is the EngineType of AH64?,Rotary
AH64,What is the Weight of AH64?,"69926 kg (empty), 90776 kg (max)"
AH64,What is the Dimensions of AH64?,"11 m length, 51 m wingspan"
AH64,What is the Role of AH64?,Transport
AH64,What is the SurveillanceCapable of AH64?,Yes
AH64,What is the NuclearCapable of AH64?,Yes
AH64,What is the WeaponsPayload of AH64?,Bombs
AH64,What is the TransportCapacity of AH64?,54 personnel or 22737 kg cargo
AH64,What is the Operators of AH64?,Global
AH64,What is the CombatHistory of AH64?,No
AH64,What is the NotableMissions of AH64?,AH64 participated in major operations.
AH64,What is the ActiveService of AH64?,No
AH64,What is the Comparison of AH64?,AH64 is often compared with F35.
AH64,What is the BetterThan of AH64?,AH64 is better than older gen aircraft.
AH64,What is the StealthCapable of AH64?,Yes
AH64,What is the DifferenceFrom of AH64?,AH64 differs from Su34 in design and avionics.
AH64,What is the MannedOrUnmanned of AH64?,Unmanned
AH64,What is the InterestingFacts of AH64?,AH64 has unique stealth tech.
AH64,What is the UniqueFeatures of AH64?,AH64 supports vertical takeoff or special radar systems.
C17,What is the Name of C17?,C17 Name
C17,What is the FullDesignation of C17?,C17 Full Designation
C17,What is the Manufacturer of C17?,Airbus
C17,What is the FirstIntroduced of C17?,1995
C17,What is the CountryOfOrigin of C17?,France
C17,What is the MaxSpeed of C17?,1421 km/h
C17,What is the Range of C17?,4496 km
C17,What is the ServiceCeiling of C17?,13539 m
C17,What is the EngineType of C17?,Turboprop
C17,What is the Weight of C17?,"45076 kg (empty), 138809 kg (max)"
C17,What is the Dimensions of C17?,"26 m length, 49 m wingspan"
C17,What is the Role of C17?,Surveillance
C17,What is the SurveillanceCapable of C17?,No
C17,What is the NuclearCapable of C17?,No
C17,What is the WeaponsPayload of C17?,Torpedoes
C17,What is the TransportCapacity of C17?,55 personnel or 29099 kg cargo
C17,What is the Operators of C17?,"USA, UK"
C17,What is the CombatHistory of C17?,Yes
C17,What is the NotableMissions of C17?,C17 participated in major operations.
C17,What is the ActiveService of C17?,Yes
C17,What is the Comparison of C17?,C17 is often compared with F35.
C17,What is the BetterThan of C17?,C17 is better than older gen aircraft.
C17,What is the StealthCapable of C17?,No
C17,What is the DifferenceFrom of C17?,C17 differs from Su34 in design and avionics.
C17,What is the MannedOrUnmanned of C17?,Unmanned
C17,What is the InterestingFacts of C17?,C17 has unique stealth tech.
C17,What is the UniqueFeatures of C17?,C17 supports vertical takeoff or special radar systems.
Su24,What is the Name of Su24?,Su24 Name
Su24,What is the FullDesignation of Su24?,Su24 Full Designation
Su24,What is the Manufacturer of Su24?,Lockheed Martin
Su24,What is the FirstIntroduced of Su24?,2010
Su24,What is the CountryOfOrigin of Su24?,China
Su24,What is the MaxSpeed of Su24?,2946 km/h
Su24,What is the Range of Su24?,13168 km
Su24,What is the ServiceCeiling of Su24?,13473 m
Su24,What is the EngineType of Su24?,Turbojet
Su24,What is the Weight of Su24?,"47813 kg (empty), 31827 kg (max)"
Su24,What is the Dimensions of Su24?,"29 m length, 39 m wingspan"
Su24,What is the Role of Su24?,Fighter
Su24,What is the SurveillanceCapable of Su24?,No
Su24,What is the NuclearCapable of Su24?,Yes
Su24,What is the WeaponsPayload of Su24?,Machine Guns
Su24,What is the TransportCapacity of Su24?,36 personnel or 34000 kg cargo
Su24,What is the Operators of Su24?,"USA, UK"
Su24,What is the CombatHistory of Su24?,No
Su24,What is the NotableMissions of Su24?,Su24 participated in major operations.
Su24,What is the ActiveService of Su24?,Yes
Su24,What is the Comparison of Su24?,Su24 is often compared with F35.
Su24,What is the BetterThan of Su24?,Su24 is better than older gen aircraft.
Su24,What is the StealthCapable of Su24?,No
Su24,What is the DifferenceFrom of Su24?,Su24 differs from Su34 in design and avionics.
Su24,What is the MannedOrUnmanned of Su24?,Unmanned
Su24,What is the InterestingFacts of Su24?,Su24 has unique stealth tech.
Su24,What is the UniqueFeatures of Su24?,Su24 supports vertical takeoff or special radar systems.
TB001,What is the Name of TB001?,TB001 Name
TB001,What is the FullDesignation of TB001?,TB001 Full Designation
TB001,What is the Manufacturer of TB001?,Boeing
TB001,What is the FirstIntroduced of TB001?,1995
TB001,What is the CountryOfOrigin of TB001?,China
TB001,What is the MaxSpeed of TB001?,2091 km/h
TB001,What is the Range of TB001?,2816 km
TB001,What is the ServiceCeiling of TB001?,19736 m
TB001,What is the EngineType of TB001?,Rotary
TB001,What is the Weight of TB001?,"19101 kg (empty), 82597 kg (max)"
TB001,What is the Dimensions of TB001?,"11 m length, 21 m wingspan"
TB001,What is the Role of TB001?,Transport
TB001,What is the SurveillanceCapable of TB001?,Yes
TB001,What is the NuclearCapable of TB001?,No
TB001,What is the WeaponsPayload of TB001?,Missiles
TB001,What is the TransportCapacity of TB001?,16 personnel or 32970 kg cargo
TB001,What is the Operators of TB001?,"France, Germany"
TB001,What is the CombatHistory of TB001?,Yes
TB001,What is the NotableMissions of TB001?,TB001 participated in major operations.
TB001,What is the ActiveService of TB001?,No
TB001,What is the Comparison of TB001?,TB001 is often compared with F35.
TB001,What is the BetterThan of TB001?,TB001 is better than older gen aircraft.
TB001,What is the StealthCapable of TB001?,No
TB001,What is the DifferenceFrom of TB001?,TB001 differs from Su34 in design and avionics.
TB001,What is the MannedOrUnmanned of TB001?,Unmanned
TB001,What is the InterestingFacts of TB001?,TB001 has unique stealth tech.
TB001,What is the UniqueFeatures of TB001?,TB001 supports vertical takeoff or special radar systems.
XB70,What is the Name of XB70?,XB70 Name
XB70,What is the FullDesignation of XB70?,XB70 Full Designation
XB70,What is the Manufacturer of XB70?,Airbus
XB70,What is the FirstIntroduced of XB70?,2005
XB70,What is the CountryOfOrigin of XB70?,China
XB70,What is the MaxSpeed of XB70?,1425 km/h
XB70,What is the Range of XB70?,9538 km
XB70,What is the ServiceCeiling of XB70?,18619 m
XB70,What is the EngineType of XB70?,Turboprop
XB70,What is the Weight of XB70?,"76092 kg (empty), 46019 kg (max)"
XB70,What is the Dimensions of XB70?,"36 m length, 23 m wingspan"
XB70,What is the Role of XB70?,Surveillance
XB70,What is the SurveillanceCapable of XB70?,Yes
XB70,What is the NuclearCapable of XB70?,No
XB70,What is the WeaponsPayload of XB70?,Missiles
XB70,What is the TransportCapacity of XB70?,44 personnel or 12112 kg cargo
XB70,What is the Operators of XB70?,Global
XB70,What is the CombatHistory of XB70?,No
XB70,What is the NotableMissions of XB70?,XB70 participated in major operations.
XB70,What is the ActiveService of XB70?,Yes
XB70,What is the Comparison of XB70?,XB70 is often compared with F35.
XB70,What is the BetterThan of XB70?,XB70 is better than older gen aircraft.
XB70,What is the StealthCapable of XB70?,Yes
XB70,What is the DifferenceFrom of XB70?,XB70 differs from Su34 in design and avionics.
XB70,What is the MannedOrUnmanned of XB70?,Unmanned
XB70,What is the InterestingFacts of XB70?,XB70 has unique stealth tech.
XB70,What is the UniqueFeatures of XB70?,XB70 supports vertical takeoff or special radar systems.
J35,What is the Name of J35?,J35 Name
J35,What is the FullDesignation of J35?,J35 Full Designation
J35,What is the Manufacturer of J35?,Dassault
J35,What is the FirstIntroduced of J35?,1980
J35,What is the CountryOfOrigin of J35?,UK
J35,What is the MaxSpeed of J35?,2175 km/h
J35,What is the Range of J35?,10563 km
J35,What is the ServiceCeiling of J35?,15138 m
J35,What is the EngineType of J35?,Turbofan
J35,What is the Weight of J35?,"27292 kg (empty), 121693 kg (max)"
J35,What is the Dimensions of J35?,"21 m length, 43 m wingspan"
J35,What is the Role of J35?,Reconnaissance
J35,What is the SurveillanceCapable of J35?,Yes
J35,What is the NuclearCapable of J35?,No
J35,What is the WeaponsPayload of J35?,Missiles
J35,What is the TransportCapacity of J35?,19 personnel or 18342 kg cargo
J35,What is the Operators of J35?,"USA, UK"
J35,What is the CombatHistory of J35?,Yes
J35,What is the NotableMissions of J35?,J35 participated in major operations.
J35,What is the ActiveService of J35?,No
J35,What is the Comparison of J35?,J35 is often compared with F35.
J35,What is the BetterThan of J35?,J35 is better than older gen aircraft.
J35,What is the StealthCapable of J35?,No
J35,What is the DifferenceFrom of J35?,J35 differs from Su34 in design and avionics.
J35,What is the MannedOrUnmanned of J35?,Unmanned
J35,What is the InterestingFacts of J35?,J35 has unique stealth tech.
J35,What is the UniqueFeatures of J35?,J35 supports vertical takeoff or special radar systems.
JAS39,What is the Name of JAS39?,JAS39 Name
JAS39,What is the FullDesignation of JAS39?,JAS39 Full Designation
JAS39,What is the Manufacturer of JAS39?,Airbus
JAS39,What is the FirstIntroduced of JAS39?,1995
JAS39,What is the CountryOfOrigin of JAS39?,UK
JAS39,What is the MaxSpeed of JAS39?,2937 km/h
JAS39,What is the Range of JAS39?,12906 km
JAS39,What is the ServiceCeiling of JAS39?,17535 m
JAS39,What is the EngineType of JAS39?,Rotary
JAS39,What is the Weight of JAS39?,"25617 kg (empty), 97989 kg (max)"
JAS39,What is the Dimensions of JAS39?,"36 m length, 21 m wingspan"
JAS39,What is the Role of JAS39?,Fighter
JAS39,What is the SurveillanceCapable of JAS39?,Yes
JAS39,What is the NuclearCapable of JAS39?,No
JAS39,What is the WeaponsPayload of JAS39?,Missiles
JAS39,What is the TransportCapacity of JAS39?,11 personnel or 19336 kg cargo
JAS39,What is the Operators of JAS39?,"France, Germany"
JAS39,What is the CombatHistory of JAS39?,Yes
JAS39,What is the NotableMissions of JAS39?,JAS39 participated in major operations.
JAS39,What is the ActiveService of JAS39?,No
JAS39,What is the Comparison of JAS39?,JAS39 is often compared with F35.
JAS39,What is the BetterThan of JAS39?,JAS39 is better than older gen aircraft.
JAS39,What is the StealthCapable of JAS39?,Yes
JAS39,What is the DifferenceFrom of JAS39?,JAS39 differs from Su34 in design and avionics.
JAS39,What is the MannedOrUnmanned of JAS39?,Manned
JAS39,What is the InterestingFacts of JAS39?,JAS39 has unique stealth tech.
JAS39,What is the UniqueFeatures of JAS39?,JAS39 supports vertical takeoff or special radar systems.
SR71,What is the Name of SR71?,SR71 Name
SR71,What is the FullDesignation of SR71?,SR71 Full Designation
SR71,What is the Manufacturer of SR71?,Boeing
SR71,What is the FirstIntroduced of SR71?,1995
SR71,What is the CountryOfOrigin of SR71?,France
SR71,What is the MaxSpeed of SR71?,1836 km/h
SR71,What is the Range of SR71?,10874 km
SR71,What is the ServiceCeiling of SR71?,24798 m
SR71,What is the EngineType of SR71?,Rotary
SR71,What is the Weight of SR71?,"51266 kg (empty), 70833 kg (max)"
SR71,What is the Dimensions of SR71?,"23 m length, 54 m wingspan"
SR71,What is the Role of SR71?,Surveillance
SR71,What is the SurveillanceCapable of SR71?,Yes
SR71,What is the NuclearCapable of SR71?,No
SR71,What is the WeaponsPayload of SR71?,Torpedoes
SR71,What is the TransportCapacity of SR71?,13 personnel or 20325 kg cargo
SR71,What is the Operators of SR71?,"USA, UK"
SR71,What is the CombatHistory of SR71?,No
SR71,What is the NotableMissions of SR71?,SR71 participated in major operations.
SR71,What is the ActiveService of SR71?,No
SR71,What is the Comparison of SR71?,SR71 is often compared with F35.
SR71,What is the BetterThan of SR71?,SR71 is better than older gen aircraft.
SR71,What is the StealthCapable of SR71?,No
SR71,What is the DifferenceFrom of SR71?,SR71 differs from Su34 in design and avionics.
SR71,What is the MannedOrUnmanned of SR71?,Manned
SR71,What is the InterestingFacts of SR71?,SR71 has unique stealth tech.
SR71,What is the UniqueFeatures of SR71?,SR71 supports vertical takeoff or special radar systems.
Mi28,What is the Name of Mi28?,Mi28 Name
Mi28,What is the FullDesignation of Mi28?,Mi28 Full Designation
Mi28,What is the Manufacturer of Mi28?,Boeing
Mi28,What is the FirstIntroduced of Mi28?,1995
Mi28,What is the CountryOfOrigin of Mi28?,France
Mi28,What is the MaxSpeed of Mi28?,2677 km/h
Mi28,What is the Range of Mi28?,6828 km
Mi28,What is the ServiceCeiling of Mi28?,19359 m
Mi28,What is the EngineType of Mi28?,Turbojet
Mi28,What is the Weight of Mi28?,"37936 kg (empty), 30995 kg (max)"
Mi28,What is the Dimensions of Mi28?,"29 m length, 26 m wingspan"
Mi28,What is the Role of Mi28?,Surveillance
Mi28,What is the SurveillanceCapable of Mi28?,No
Mi28,What is the NuclearCapable of Mi28?,No
Mi28,What is the WeaponsPayload of Mi28?,Machine Guns
Mi28,What is the TransportCapacity of Mi28?,32 personnel or 19909 kg cargo
Mi28,What is the Operators of Mi28?,"Russia, China"
Mi28,What is the CombatHistory of Mi28?,No
Mi28,What is the NotableMissions of Mi28?,Mi28 participated in major operations.
Mi28,What is the ActiveService of Mi28?,No
Mi28,What is the Comparison of Mi28?,Mi28 is often compared with F35.
Mi28,What is the BetterThan of Mi28?,Mi28 is better than older gen aircraft.
Mi28,What is the StealthCapable of Mi28?,Yes
Mi28,What is the DifferenceFrom of Mi28?,Mi28 differs from Su34 in design and avionics.
Mi28,What is the MannedOrUnmanned of Mi28?,Unmanned
Mi28,What is the InterestingFacts of Mi28?,Mi28 has unique stealth tech.
Mi28,What is the UniqueFeatures of Mi28?,Mi28 supports vertical takeoff or special radar systems.
US2,What is the Name of US2?,US2 Name
US2,What is the FullDesignation of US2?,US2 Full Designation
US2,What is the Manufacturer of US2?,Airbus
US2,What is the FirstIntroduced of US2?,1980
US2,What is the CountryOfOrigin of US2?,France
US2,What is the MaxSpeed of US2?,2225 km/h
US2,What is the Range of US2?,5171 km
US2,What is the ServiceCeiling of US2?,20821 m
US2,What is the EngineType of US2?,Turboprop
US2,What is the Weight of US2?,"17525 kg (empty), 72600 kg (max)"
US2,What is the Dimensions of US2?,"13 m length, 55 m wingspan"
US2,What is the Role of US2?,Fighter
US2,What is the SurveillanceCapable of US2?,Yes
US2,What is the NuclearCapable of US2?,Yes
US2,What is the WeaponsPayload of US2?,Machine Guns
US2,What is the TransportCapacity of US2?,34 personnel or 10322 kg cargo
US2,What is the Operators of US2?,"Russia, China"
US2,What is the CombatHistory of US2?,No
US2,What is the NotableMissions of US2?,US2 participated in major operations.
US2,What is the ActiveService of US2?,No
US2,What is the Comparison of US2?,US2 is often compared with F35.
US2,What is the BetterThan of US2?,US2 is better than older gen aircraft.
US2,What is the StealthCapable of US2?,No
US2,What is the DifferenceFrom of US2?,US2 differs from Su34 in design and avionics.
US2,What is the MannedOrUnmanned of US2?,Manned
US2,What is the InterestingFacts of US2?,US2 has unique stealth tech.
US2,What is the UniqueFeatures of US2?,US2 supports vertical takeoff or special radar systems.
YF23,What is the Name of YF23?,YF23 Name
YF23,What is the FullDesignation of YF23?,YF23 Full Designation
YF23,What is the Manufacturer of YF23?,Lockheed Martin
YF23,What is the FirstIntroduced of YF23?,2010
YF23,What is the CountryOfOrigin of YF23?,France
YF23,What is the MaxSpeed of YF23?,1588 km/h
YF23,What is the Range of YF23?,13920 km
YF23,What is the ServiceCeiling of YF23?,18128 m
YF23,What is the EngineType of YF23?,Turbojet
YF23,What is the Weight of YF23?,"11817 kg (empty), 117228 kg (max)"
YF23,What is the Dimensions of YF23?,"23 m length, 21 m wingspan"
YF23,What is the Role of YF23?,Bomber
YF23,What is the SurveillanceCapable of YF23?,No
YF23,What is the NuclearCapable of YF23?,Yes
YF23,What is the WeaponsPayload of YF23?,Machine Guns
YF23,What is the TransportCapacity of YF23?,32 personnel or 46764 kg cargo
YF23,What is the Operators of YF23?,Global
YF23,What is the CombatHistory of YF23?,No
YF23,What is the NotableMissions of YF23?,YF23 participated in major operations.
YF23,What is the ActiveService of YF23?,Yes
YF23,What is the Comparison of YF23?,YF23 is often compared with F35.
YF23,What is the BetterThan of YF23?,YF23 is better than older gen aircraft.
YF23,What is the StealthCapable of YF23?,Yes
YF23,What is the DifferenceFrom of YF23?,YF23 differs from Su34 in design and avionics.
YF23,What is the MannedOrUnmanned of YF23?,Manned
YF23,What is the InterestingFacts of YF23?,YF23 has unique stealth tech.
YF23,What is the UniqueFeatures of YF23?,YF23 supports vertical takeoff or special radar systems.
An72,What is the Name of An72?,An72 Name
An72,What is the FullDesignation of An72?,An72 Full Designation
An72,What is the Manufacturer of An72?,Chengdu
An72,What is the FirstIntroduced of An72?,2010
An72,What is the CountryOfOrigin of An72?,USA
An72,What is the MaxSpeed of An72?,1423 km/h
An72,What is the Range of An72?,9118 km
An72,What is the ServiceCeiling of An72?,24860 m
An72,What is the EngineType of An72?,Turbofan
An72,What is the Weight of An72?,"33232 kg (empty), 100816 kg (max)"
An72,What is the Dimensions of An72?,"26 m length, 45 m wingspan"
An72,What is the Role of An72?,Bomber
An72,What is the SurveillanceCapable of An72?,No
An72,What is the NuclearCapable of An72?,Yes
An72,What is the WeaponsPayload of An72?,Torpedoes
An72,What is the TransportCapacity of An72?,1 personnel or 18592 kg cargo
An72,What is the Operators of An72?,"France, Germany"
An72,What is the CombatHistory of An72?,No
An72,What is the NotableMissions of An72?,An72 participated in major operations.
An72,What is the ActiveService of An72?,Yes
An72,What is the Comparison of An72?,An72 is often compared with F35.
An72,What is the BetterThan of An72?,An72 is better than older gen aircraft.
An72,What is the StealthCapable of An72?,Yes
An72,What is the DifferenceFrom of An72?,An72 differs from Su34 in design and avionics.
An72,What is the MannedOrUnmanned of An72?,Unmanned
An72,What is the InterestingFacts of An72?,An72 has unique stealth tech.
An72,What is the UniqueFeatures of An72?,An72 supports vertical takeoff or special radar systems.
MQ9,What is the Name of MQ9?,MQ9 Name
MQ9,What is the FullDesignation of MQ9?,MQ9 Full Designation
MQ9,What is the Manufacturer of MQ9?,Sukhoi
MQ9,What is the FirstIntroduced of MQ9?,1980
MQ9,What is the CountryOfOrigin of MQ9?,China
MQ9,What is the MaxSpeed of MQ9?,1554 km/h
MQ9,What is the Range of MQ9?,4289 km
MQ9,What is the ServiceCeiling of MQ9?,11944 m
MQ9,What is the EngineType of MQ9?,Turboprop
MQ9,What is the Weight of MQ9?,"45519 kg (empty), 76478 kg (max)"
MQ9,What is the Dimensions of MQ9?,"29 m length, 21 m wingspan"
MQ9,What is the Role of MQ9?,Bomber
MQ9,What is the SurveillanceCapable of MQ9?,No
MQ9,What is the NuclearCapable of MQ9?,No
MQ9,What is the WeaponsPayload of MQ9?,Machine Guns
MQ9,What is the TransportCapacity of MQ9?,36 personnel or 19595 kg cargo
MQ9,What is the Operators of MQ9?,"France, Germany"
MQ9,What is the CombatHistory of MQ9?,No
MQ9,What is the NotableMissions of MQ9?,MQ9 participated in major operations.
MQ9,What is the ActiveService of MQ9?,Yes
MQ9,What is the Comparison of MQ9?,MQ9 is often compared with F35.
MQ9,What is the BetterThan of MQ9?,MQ9 is better than older gen aircraft.
MQ9,What is the StealthCapable of MQ9?,No
MQ9,What is the DifferenceFrom of MQ9?,MQ9 differs from Su34 in design and avionics.
MQ9,What is the MannedOrUnmanned of MQ9?,Manned
MQ9,What is the InterestingFacts of MQ9?,MQ9 has unique stealth tech.
MQ9,What is the UniqueFeatures of MQ9?,MQ9 supports vertical takeoff or special radar systems.
J20,What is the Name of J20?,J20 Name
J20,What is the FullDesignation of J20?,J20 Full Designation
J20,What is the Manufacturer of J20?,Airbus
J20,What is the FirstIntroduced of J20?,1995
J20,What is the CountryOfOrigin of J20?,UK
J20,What is the MaxSpeed of J20?,1005 km/h
J20,What is the Range of J20?,11064 km
J20,What is the ServiceCeiling of J20?,10353 m
J20,What is the EngineType of J20?,Turbojet
J20,What is the Weight of J20?,"12840 kg (empty), 122218 kg (max)"
J20,What is the Dimensions of J20?,"29 m length, 53 m wingspan"
J20,What is the Role of J20?,Reconnaissance
J20,What is the SurveillanceCapable of J20?,No
J20,What is the NuclearCapable of J20?,Yes
J20,What is the WeaponsPayload of J20?,Machine Guns
J20,What is the TransportCapacity of J20?,83 personnel or 46075 kg cargo
J20,What is the Operators of J20?,"USA, UK"
J20,What is the CombatHistory of J20?,Yes
J20,What is the NotableMissions of J20?,J20 participated in major operations.
J20,What is the ActiveService of J20?,No
J20,What is the Comparison of J20?,J20 is often compared with F35.
J20,What is the BetterThan of J20?,J20 is better than older gen aircraft.
J20,What is the StealthCapable of J20?,Yes
J20,What is the DifferenceFrom of J20?,J20 differs from Su34 in design and avionics.
J20,What is the MannedOrUnmanned of J20?,Manned
J20,What is the InterestingFacts of J20?,J20 has unique stealth tech.
J20,What is the UniqueFeatures of J20?,J20 supports vertical takeoff or special radar systems.
An22,What is the Name of An22?,An22 Name
An22,What is the FullDesignation of An22?,An22 Full Designation
An22,What is the Manufacturer of An22?,Boeing
An22,What is the FirstIntroduced of An22?,2005
An22,What is the CountryOfOrigin of An22?,USA
An22,What is the MaxSpeed of An22?,2179 km/h
An22,What is the Range of An22?,9700 km
An22,What is the ServiceCeiling of An22?,10305 m
An22,What is the EngineType of An22?,Turbojet
An22,What is the Weight of An22?,"42691 kg (empty), 105739 kg (max)"
An22,What is the Dimensions of An22?,"40 m length, 42 m wingspan"
An22,What is the Role of An22?,Surveillance
An22,What is the SurveillanceCapable of An22?,Yes
An22,What is the NuclearCapable of An22?,Yes
An22,What is the WeaponsPayload of An22?,Missiles
An22,What is the TransportCapacity of An22?,71 personnel or 37204 kg cargo
An22,What is the Operators of An22?,"USA, UK"
An22,What is the CombatHistory of An22?,Yes
An22,What is the NotableMissions of An22?,An22 participated in major operations.
An22,What is the ActiveService of An22?,No
An22,What is the Comparison of An22?,An22 is often compared with F35.
An22,What is the BetterThan of An22?,An22 is better than older gen aircraft.
An22,What is the StealthCapable of An22?,No
An22,What is the DifferenceFrom of An22?,An22 differs from Su34 in design and avionics.
An22,What is the MannedOrUnmanned of An22?,Manned
An22,What is the InterestingFacts of An22?,An22 has unique stealth tech.
An22,What is the UniqueFeatures of An22?,An22 supports vertical takeoff or special radar systems.
B21,What is the Name of B21?,B21 Name
B21,What is the FullDesignation of B21?,B21 Full Designation
B21,What is the Manufacturer of B21?,Dassault
B21,What is the FirstIntroduced of B21?,1980
B21,What is the CountryOfOrigin of B21?,UK
B21,What is the MaxSpeed of B21?,1313 km/h
B21,What is the Range of B21?,5294 km
B21,What is the ServiceCeiling of B21?,21505 m
B21,What is the EngineType of B21?,Turbojet
B21,What is the Weight of B21?,"47572 kg (empty), 120717 kg (max)"
B21,What is the Dimensions of B21?,"27 m length, 19 m wingspan"
B21,What is the Role of B21?,Reconnaissance
B21,What is the SurveillanceCapable of B21?,Yes
B21,What is the NuclearCapable of B21?,No
B21,What is the WeaponsPayload of B21?,Machine Guns
B21,What is the TransportCapacity of B21?,76 personnel or 41634 kg cargo
B21,What is the Operators of B21?,"France, Germany"
B21,What is the CombatHistory of B21?,No
B21,What is the NotableMissions of B21?,B21 participated in major operations.
B21,What is the ActiveService of B21?,Yes
B21,What is the Comparison of B21?,B21 is often compared with F35.
B21,What is the BetterThan of B21?,B21 is better than older gen aircraft.
B21,What is the StealthCapable of B21?,No
B21,What is the DifferenceFrom of B21?,B21 differs from Su34 in design and avionics.
B21,What is the MannedOrUnmanned of B21?,Unmanned
B21,What is the InterestingFacts of B21?,B21 has unique stealth tech.
B21,What is the UniqueFeatures of B21?,B21 supports vertical takeoff or special radar systems.
E2,What is the Name of E2?,E2 Name
E2,What is the FullDesignation of E2?,E2 Full Designation
E2,What is the Manufacturer of E2?,Sukhoi
E2,What is the FirstIntroduced of E2?,2020
E2,What is the CountryOfOrigin of E2?,France
E2,What is the MaxSpeed of E2?,2441 km/h
E2,What is the Range of E2?,11467 km
E2,What is the ServiceCeiling of E2?,16170 m
E2,What is the EngineType of E2?,Rotary
E2,What is the Weight of E2?,"29481 kg (empty), 48056 kg (max)"
E2,What is the Dimensions of E2?,"36 m length, 51 m wingspan"
E2,What is the Role of E2?,Reconnaissance
E2,What is the SurveillanceCapable of E2?,Yes
E2,What is the NuclearCapable of E2?,No
E2,What is the WeaponsPayload of E2?,Torpedoes
